,LDA_Component_1,LDA_Component_2,LDA_Component_3,LDA_Component_4
cat__ID_ARTISTA_10053,0.04791094966554585,0.11496063454346601,-0.029696643824197153,0.06953060687953437
cat__ID_ARTISTA_10054,0.06843209844817928,0.029245668398663386,-0.022569046388710566,0.1885574090217509
cat__ID_ARTISTA_10055,-0.022569759900549005,0.058399718033613934,0.0363824848395364,0.013914306854022992
cat__ID_ARTISTA_10056,0.018679951281619298,0.08469924739123248,-0.13312638596092843,0.07904252273654715
cat__ID_ARTISTA_10059,0.07387326714855813,-0.039877286191350024,0.009298210876922444,-0.05731739964269624
cat__ID_ARTISTA_10078,-0.0038597210778117605,0.025065720002577355,0.006325869633267193,-0.15340980302629403
cat__ID_ARTISTA_10091,0.05733704433813845,-0.031137320213702097,0.0073044131300872795,-0.03607537917567917
cat__ID_ARTISTA_10110,-0.03583071754394023,0.08657635339342198,-0.5765398935374237,0.22590105230109447
cat__ID_ARTISTA_10111,0.07235965734332936,-0.03140496042372083,-0.0017436937414299668,0.041271846433106954
cat__ID_ARTISTA_10114,-0.3285769052687869,0.2083465386740902,-0.6591636576714655,0.0474429843076692
cat__ID_ARTISTA_10118,-0.1890098486783039,0.17408451050253396,-0.6752875647622063,-0.021487600522626948
cat__ID_ARTISTA_10125,0.003204698740883463,-0.04224909337677819,0.04424264457946882,-0.03576269970100373
cat__ID_ARTISTA_10128,0.07703952381856174,0.10903691132637851,-0.03701917127883423,0.0052125739363008215
cat__ID_ARTISTA_10131,0.018987757051264553,0.09013196437278287,-0.12783036206712195,0.1380077062519674
cat__ID_ARTISTA_10132,-0.20776652465354112,0.052313131756416525,0.04024149863889327,-0.04615845293825122
cat__ID_ARTISTA_10142,-0.0038386614513022926,0.06352507169784787,-0.311200831458128,0.09106798794360647
cat__ID_ARTISTA_10148,0.1410253746270305,-0.02886450136637308,0.11391949720429234,-0.1791222698931173
cat__ID_ARTISTA_10153,-0.23603831299241057,0.12456355669162388,-0.028820263601595127,0.017863800874945754
cat__ID_ARTISTA_10154,0.1230023133007981,0.15735432424719725,-0.011505180100238148,0.15331034353964107
cat__ID_ARTISTA_10179,-0.08745742668541873,0.0024792337544760693,0.0822549530966629,0.00820764021451406
cat__ID_ARTISTA_10191,0.020051131103835506,0.1453433587080342,-0.06958230708902502,0.2575051346782978
cat__ID_ARTISTA_10196,0.08798346982473566,0.07530485944677417,-0.025205439873148494,-0.08671665498516533
cat__ID_ARTISTA_10200,-0.09120067084823462,-0.014250820180062629,0.044403944690758534,-0.09803969209692018
cat__ID_ARTISTA_10212,0.2309778063617437,1.1834624515577272,0.3051461611997798,0.10562858965991918
cat__ID_ARTISTA_10213,-0.030171806550526002,0.027456479887371522,0.03870678496823131,-0.0800889647500936
cat__ID_ARTISTA_10221,0.074863509071254,0.062441728397164574,0.05754407328132586,-0.047774704315506344
cat__ID_ARTISTA_10245,0.07143536278697611,0.02569555043469856,0.0656283979279419,0.15573697986526178
cat__ID_ARTISTA_10246,0.01371939954392673,0.0818462371867834,-0.0162588559956786,-0.1339773477115682
cat__ID_ARTISTA_10250,1.6811714591503935,-0.23491210459461098,-0.5043147841383083,-0.13478158535982968
cat__ID_ARTISTA_10251,-0.6199352243622018,0.20533970034491358,0.10073488327272379,-0.0789394441857091
cat__ID_ARTISTA_10253,0.021254476247008477,0.05457852899038768,-0.03600943159269775,0.11085514487871462
cat__ID_ARTISTA_10254,0.6552117909749938,-0.05185354036817723,-0.08888459457218974,-0.1026928974782732
cat__ID_ARTISTA_10258,-0.015827490367950607,0.03057431448824216,-0.016079336000747072,-0.11764377680661987
cat__ID_ARTISTA_10260,-0.007078071529049782,-0.048796154368525954,0.027194591006498743,-0.03664994395285478
cat__ID_ARTISTA_10261,0.05353393536167654,0.0804007975278994,-0.016667756552097537,0.007676985109697426
cat__ID_ARTISTA_10271,-0.20837548526688673,0.03080302937018801,0.059978653763279585,-0.06008680178893105
cat__ID_ARTISTA_10274,0.0056573629575327215,0.08013836828505704,-0.006707196341033994,-0.04697251148989313
cat__ID_ARTISTA_10276,-0.08431850963109935,-0.019767837829071513,0.009455182807215821,-0.1238082023380826
cat__ID_ARTISTA_10278,0.07891715491477186,0.46905848282276097,0.20746277189467904,-0.07679164401069688
cat__ID_ARTISTA_10279,-0.061093582878570384,-0.015022284634564806,-0.03638340911264866,-0.14634018703672372
cat__ID_ARTISTA_10280,0.0020779547266570435,0.010097241468300674,-0.004573884589621121,-0.017239653443727694
cat__ID_ARTISTA_10284,0.05190943920116635,-0.059309008898913246,0.04001652640058507,-0.046039504550926785
cat__ID_ARTISTA_10285,-0.062171336637555266,-0.01783583620146129,0.014603900850479083,0.026559515637705748
cat__ID_ARTISTA_10292,0.09417592512954012,-0.046561763376699504,0.05190235312583073,-0.11601275611181318
cat__ID_ARTISTA_10301,0.11131372187324022,-0.0533670933840345,0.05712232171859618,-0.07583948998884321
cat__ID_ARTISTA_10305,-0.14731917001959569,0.12070014485491547,0.05356237255016296,-0.05437313345611096
cat__ID_ARTISTA_10307,0.06753991722004467,0.011417126897489204,0.053618100182727085,-0.18019842833028307
cat__ID_ARTISTA_10311,0.004969503172023447,-0.0032153725895336465,-0.047857228788644374,-0.08756003259183433
cat__ID_ARTISTA_10315,0.03249425989704819,0.07542774912463959,0.06563244590642822,-0.09186856610109931
cat__ID_ARTISTA_10317,-0.0647145050731842,-0.06831469019658276,0.07505030942132616,-0.05983747677770017
cat__ID_ARTISTA_10319,-0.10046700704788739,-0.049221441798658214,-0.01660868979602438,-0.1261050730072148
cat__ID_ARTISTA_10324,0.04334054921881505,0.0566472738269644,0.005095485706676904,0.0761042113123873
cat__ID_ARTISTA_10329,-0.01382164132594567,0.0802557612085955,-0.035800018564053904,-0.034128595978486165
cat__ID_ARTISTA_10333,-0.1065503304050693,0.02382826943882487,0.10043133494405333,0.10324079241844485
cat__ID_ARTISTA_10342,0.01443698503402189,0.04847537996972139,-0.02473119275917891,-0.0781007083795859
cat__ID_ARTISTA_10345,0.061300024823228084,-0.07781938132119322,-0.01887766475221569,-0.0907859868223608
cat__ID_ARTISTA_10357,0.08766285783438674,0.05264322815679755,-0.0023580481419490096,0.07626556998892006
cat__ID_ARTISTA_10359,0.010425520482239445,-0.02015790714964414,0.007826585952461645,-0.07120396479537186
cat__ID_ARTISTA_10361,0.03723584808199157,-0.11277614716564822,0.05315000906352946,0.31177536237036096
cat__ID_ARTISTA_10364,-0.0029050247814800803,-0.005246454081812149,-0.014473243656753034,0.0449211993525842
cat__ID_ARTISTA_10365,-0.003551493972268516,-0.031546231336018166,0.04257960877052247,-0.05896342676532889
cat__ID_ARTISTA_10371,-0.019738737396760686,0.03632498736483818,-0.10201645494791196,-0.011562881988537069
cat__ID_ARTISTA_10374,-0.009276600308632556,0.08254132214767039,-0.07697899614636997,0.05957313096206141
cat__ID_ARTISTA_10378,-0.07195999256998975,0.025273787056236785,-0.09857261284380353,-0.05848466331793457
cat__ID_ARTISTA_10379,0.0074130744374896265,0.018890008353098096,-0.014960525364535897,0.059804210439306976
cat__ID_ARTISTA_10380,0.011002036539362206,0.08052314925398628,-0.09729648606659208,-0.08141732741302758
cat__ID_ARTISTA_10381,0.05933087252963946,-0.10808915764712196,0.16303442936295848,-0.062207661609231496
cat__ID_ARTISTA_10384,-0.03164537819317439,0.0016555683223326624,-0.04329008400890001,0.1624230033286625
cat__ID_ARTISTA_10397,-0.046496708310899575,-0.0006742367113110359,-0.019093141277420397,-0.04717311927535515
cat__ID_ARTISTA_10402,-0.04790984441663669,0.0925336724677737,-0.22669232258370525,-0.0704478571435115
cat__ID_ARTISTA_10410,0.05290968975934746,0.03636420878136048,0.03841419299843093,0.01377141852121521
cat__ID_ARTISTA_10414,-0.03913166992239827,0.09339799818337366,-0.0569580039092254,-0.042997746937389114
cat__ID_ARTISTA_10418,-0.10190943566782554,0.03987367284188277,-0.03624113815482441,-0.11342374522857857
cat__ID_ARTISTA_10419,0.09260962415292161,-0.06463696384800559,0.026628961355386737,-0.00015597654898172819
cat__ID_ARTISTA_10420,-0.0646615669437453,0.0198966071823664,-0.01647303870752958,0.21791118182551766
cat__ID_ARTISTA_10429,0.09617975890628444,0.15395359070800765,-0.0037204452602248744,0.0033775431851313467
cat__ID_ARTISTA_10432,-0.05798619046523398,0.07837870582716784,-0.02736464017882155,-0.07704226484911453
cat__ID_ARTISTA_10435,-0.015840336161642835,-0.02020357084831194,-0.01050060633805128,0.026288807487725545
cat__ID_ARTISTA_10436,0.010329061045441228,-0.07429187892665917,-0.008082497927157286,0.12380112904914561
cat__ID_ARTISTA_10438,-0.01747307657015454,0.10202569424574363,-0.03881377995885783,0.34799713709739777
cat__ID_ARTISTA_10440,-0.018367599701785982,0.020204622929446588,-0.08216066200838343,0.43945550081222423
cat__ID_ARTISTA_10441,0.01719225819256348,0.10425119185509318,-0.11319447538617222,-0.09972564018683852
cat__ID_ARTISTA_10444,0.032879036292833716,0.012797167798962991,-0.0048433869971813885,0.023033624122584084
cat__ID_ARTISTA_10448,0.07271617584590878,0.10246295723107664,0.003118034239681969,0.008201775824967754
cat__ID_ARTISTA_10449,-0.06938041743718998,-0.08903966701242627,-0.04958648020157003,-0.04439316955454685
cat__ID_ARTISTA_10450,-0.0159202413934594,-0.013627197886670444,0.001322282964717443,0.024308481472834615
cat__ID_ARTISTA_10470,0.010668977570433296,0.03782120145353332,-0.04917832919929689,0.09956483666109617
cat__ID_ARTISTA_10471,-0.06682252589306012,0.014561630930113909,0.021416155625898565,-0.07293378834385746
cat__ID_ARTISTA_10473,-0.15203685937277,0.08142780831263935,-0.1364426761893031,0.013983105241383978
cat__ID_ARTISTA_10474,-0.013343494550859735,0.06663907989510139,-0.10939252522148106,0.10148496196060917
cat__ID_ARTISTA_10479,-0.06310657280488967,0.036949948872755295,-0.07281254172412453,0.018320385840548122
cat__ID_ARTISTA_10480,0.03731366397512644,-0.011487703526267885,-0.026681781201320712,0.11000502131592091
cat__ID_ARTISTA_10486,-0.03695717094283985,0.0037712273062211338,0.03914231403221658,-0.05023396563471548
cat__ID_ARTISTA_10487,0.010939402449724954,0.04698523932225559,-0.03119560813174378,-0.22831165214744106
cat__ID_ARTISTA_10491,0.16530878269762017,0.439960624765385,0.14669242377433087,0.1368526257864578
cat__ID_ARTISTA_10492,-0.08159559575107365,-0.01938223240323498,-0.020253971725410207,-0.15607754518957506
cat__ID_ARTISTA_10494,-0.06188946951539415,-0.018615956901344394,-0.02457113200021239,0.09199109129272606
cat__ID_ARTISTA_10496,0.04191976756940214,0.002916373945954106,-0.22947004808069424,0.05083994342090427
cat__ID_ARTISTA_10502,0.036367617657359734,0.059666438621677344,0.10185026481476932,-0.043229346395214065
cat__ID_ARTISTA_10505,-0.02212791517416715,0.034504702272157003,0.003191534867741338,-0.037892499051889426
cat__ID_ARTISTA_10506,0.062853537171777,0.013175773854666117,-0.014014578489016391,-0.052627641461117314
cat__ID_ARTISTA_10507,0.08146427513090972,-0.09632714116018196,0.050369217171820684,-0.10061126799562847
cat__ID_ARTISTA_10509,-0.05366585125478126,-0.04516250682133513,-0.02033456454344401,0.04245731379127877
cat__ID_ARTISTA_10511,0.047754615871989634,0.05769356129418769,0.009120762155041897,-0.07704742711996508
cat__ID_ARTISTA_10516,0.01085051468789511,-0.06961817909410273,0.022234578473201892,-0.07240438121738176
cat__ID_ARTISTA_10529,0.0716162759099981,0.4288885628710446,0.05270634535897909,-0.016152486193871017
cat__ID_ARTISTA_10533,-0.05606405049045543,0.04078922068361647,-0.09208707447895881,-0.09572478366979023
cat__ID_ARTISTA_10538,0.0189322366461647,0.07593048836773915,-0.03490807554910819,-0.022382842748957157
cat__ID_ARTISTA_10539,-0.05620146289449292,0.08204243152876267,-0.31646284365775373,-0.043777848004679626
cat__ID_ARTISTA_10541,0.09280162818750083,-0.09833155014774862,0.034823754772419176,0.030147188142009528
cat__ID_ARTISTA_10562,-0.055966025827984184,0.046179973204125195,-0.027767981096617093,-0.09102564142446924
cat__ID_ARTISTA_10564,0.013099626036114965,0.03265547581598195,0.04735432441750943,-0.1694244113283781
cat__ID_ARTISTA_10569,-0.06455009185777408,0.04126090678218466,-0.11892319693026701,0.42731522243983316
cat__ID_ARTISTA_10571,-0.04396216621556325,0.030370502146978572,-0.017556878585212085,-0.12771044364265488
cat__ID_ARTISTA_10572,0.025729010476843776,-0.02045358271302686,-0.006587549551129346,-0.06497947144053218
cat__ID_ARTISTA_10579,-0.2039546694067179,0.10116711495900663,0.10192376742634837,-0.027331154230187057
cat__ID_ARTISTA_10581,-0.05686643897153494,0.027884616726629875,-0.2343777735076123,-0.019142259575488665
cat__ID_ARTISTA_10582,-0.03463233351908199,0.0604888447308279,-0.04445002718114621,0.04225500900697011
cat__ID_ARTISTA_10584,-0.017163072769307057,0.008566558607720934,0.06395234188740692,-0.09576040087677322
cat__ID_ARTISTA_10585,-0.06854509788852753,0.017208690931682067,0.0795140788768568,0.017795909166837324
cat__ID_ARTISTA_10594,-0.07405263841372556,0.03732958326278056,-0.019751596860178945,-0.1443123152159791
cat__ID_ARTISTA_10600,-0.12324009700960006,0.06281327382316426,-0.2714578541450258,-0.05819670593823142
cat__ID_ARTISTA_10607,0.039184331041480794,0.009489568379845737,-0.02235792870905653,0.09856868798848564
cat__ID_ARTISTA_10609,-0.023864940524610034,0.05591121326118379,0.025048618362914662,0.05774262599541848
cat__ID_ARTISTA_10616,0.11331933366438762,-0.0368734005066978,0.034947022627514,-0.014925870651930333
cat__ID_ARTISTA_10618,-0.04579951031119088,-0.04888589934743049,-0.05391274893618108,0.008763387065677647
cat__ID_ARTISTA_10622,0.0290332066605202,-0.026423337024487195,-0.005694267082264998,0.006484760977671718
cat__ID_ARTISTA_10623,-0.0061624128309656365,0.06360953848827099,-0.016655079574024033,-0.024094060566346463
cat__ID_ARTISTA_10626,0.0017479773987229517,0.09705486530272023,-0.020597043182245787,-0.03058977165609198
cat__ID_ARTISTA_10628,0.01588465035862826,0.07216746005498878,0.00736833620349242,-0.13971649738998312
cat__ID_ARTISTA_10629,-0.029251690892280077,0.07406708376178381,-0.0845851399257818,0.045057563606781106
cat__ID_ARTISTA_10632,-0.016661117935418267,0.026885053893323956,-0.010777415771145363,0.20002768312273425
cat__ID_ARTISTA_10634,-0.017950877146495903,0.04786528580463923,-0.018094928122584567,0.04597593132572004
cat__ID_ARTISTA_10635,-0.045084852966611036,0.0957435098199462,-0.06130501879196744,-0.12689127302189243
cat__ID_ARTISTA_10638,-0.043764038370312036,-0.04782080694926239,0.036030360020593184,-0.06833828629684525
cat__ID_ARTISTA_10647,0.05834269405130547,-0.03270762780061604,0.013368159764379193,-0.03324251532100839
cat__ID_ARTISTA_10650,0.04632049352677522,0.11553649285108461,-0.0764931730034567,-0.014957735941716467
cat__ID_ARTISTA_10673,-0.030584674517139795,0.0610994396772719,-0.059555196505432506,0.06166181623134322
cat__ID_ARTISTA_10674,-0.017209561512841618,0.03635440649404925,-0.05478563100452539,-0.10504072248537911
cat__ID_ARTISTA_10677,0.01492679890733973,0.033120287994267715,0.03709790904265386,0.29113547825684244
cat__ID_ARTISTA_10679,-0.07737168878090109,0.03138237917236273,-0.2654607416864547,-0.08446996683758956
cat__ID_ARTISTA_10680,-0.7676581595197074,-4.066570701246911,-1.021704125658786,-0.09834883217779394
cat__ID_ARTISTA_10681,0.04833556780877213,0.08664360110192221,0.02906098829027266,-0.01657645833226606
cat__ID_ARTISTA_10686,-0.09257722779336648,0.3312361145606867,-0.853811063194105,-0.014643561047151227
cat__ID_ARTISTA_10690,-0.20659589634798545,-0.13593793789760555,0.08746039425000354,0.3904941132731792
cat__ID_ARTISTA_10691,0.0025007117633158854,-0.17128291863963252,0.07516155355552599,-0.2540745437165183
cat__ID_ARTISTA_10694,0.050285837429387935,0.06174871095445777,-0.04125995990549776,0.09830597424941888
cat__ID_ARTISTA_10696,-0.04231179231354322,0.038960136818585844,-0.028769141604787142,-0.09239014492448135
cat__ID_ARTISTA_10699,0.020611558733947297,-0.01770128434048663,-0.024940932787276788,-0.07154844718614256
cat__ID_ARTISTA_10703,-0.044454376446351834,0.066387004119668,0.014253018177485744,-0.11538107360767419
cat__ID_ARTISTA_10710,0.011282342637080407,0.11077751303944776,-0.030855047553027166,0.1406840469025024
cat__ID_ARTISTA_10711,-0.017478406541959847,-0.08138025329466593,0.021246772382202975,-0.05000144620488761
cat__ID_ARTISTA_10712,-0.052800810254779826,-0.02039112023445823,0.02618781777859316,0.07317784911500529
cat__ID_ARTISTA_10717,-0.15157946616793413,0.07568250288301578,0.026759995596045347,-0.12671079483808537
cat__ID_ARTISTA_10718,-0.05121326818102343,0.08753530785507084,-0.06035012936435212,-0.1081312458740437
cat__ID_ARTISTA_10719,-0.031516383192936585,0.04907799182898669,-0.031151454462947245,-0.13412587238488227
cat__ID_ARTISTA_10720,-0.015809372873914204,0.07204493412570381,-0.06263405677327374,-0.03941626713840156
cat__ID_ARTISTA_10723,-0.005227174278723566,0.025319226671142284,0.06266725865105299,-0.06771990399245832
cat__ID_ARTISTA_10726,0.005018037828631172,0.03558316866612365,-0.05334435417032986,0.014631993307860166
cat__ID_ARTISTA_10730,-0.24157407321068786,0.07602738917491804,-0.05329307047844495,0.05017967270513579
cat__ID_ARTISTA_10731,0.06666458106298759,0.01731090267846228,0.043133957861799306,-0.12069241123369615
cat__ID_ARTISTA_10732,0.05349098080460414,-0.06909389693613334,-0.02098040640326754,0.09581462976145999
cat__ID_ARTISTA_10740,-0.05539783641788424,0.07030794896541583,-0.07586402801695541,-0.04249494104884143
cat__ID_ARTISTA_10741,-0.04481417879226913,0.04319829716233796,-0.039936576939959445,-0.1989747975880955
cat__ID_ARTISTA_10742,-0.041642129709870315,0.05773938884143136,0.00215442351284329,-0.025041561189010384
cat__ID_ARTISTA_10746,0.06450233209588921,0.08638430587872738,-0.046027573300458924,0.4078675400307119
cat__ID_ARTISTA_10747,-0.05635012136185445,0.050454251879075346,0.014238853061997986,-0.11950385634264055
cat__ID_ARTISTA_10749,0.05395461394053799,0.05208475390122804,-0.03295135435544462,0.11521504965413107
cat__ID_ARTISTA_10759,0.11658300999296595,-0.00727592182973601,0.042985825035558756,0.020799572890622512
cat__ID_ARTISTA_10761,0.042663711651052205,0.010898857389807897,-0.051467974578514965,0.07420514062673998
cat__ID_ARTISTA_10765,0.05704693677455291,0.04972151335922442,-0.015262848278459858,-0.04239031175085842
cat__ID_ARTISTA_10767,-0.048374827451106946,0.04603472266075168,-0.07680091916035223,0.09187205621945942
cat__ID_ARTISTA_10769,-0.017793890997129396,0.0727956433451949,-0.0092570183195325,-0.00554309748643349
cat__ID_ARTISTA_10770,0.0942294782306856,0.06994990824716259,-0.05361854118015551,0.052585823636035534
cat__ID_ARTISTA_10777,-0.039418080881778034,0.07297074923978085,-0.032045602124931044,0.0223488587194667
cat__ID_ARTISTA_10779,0.05384070817193351,-0.042653674223710136,0.009026296587751514,-0.055793662632585304
cat__ID_ARTISTA_10781,-0.5040170176508866,0.028841239226803872,0.23385405641585966,-0.17728193629297995
cat__ID_ARTISTA_10782,-0.012768676553488388,0.044335511975095346,-1.5380295893769507e-05,-0.04880114978352679
cat__ID_ARTISTA_10788,0.029010397076167378,0.09392218618408904,0.021667755298950795,0.010462677672844298
cat__ID_ARTISTA_10789,-0.048008868103703695,0.02212746862270182,-0.017002453084841697,-0.08258616930316433
cat__ID_ARTISTA_10790,-0.028691011189621838,0.024064204815453235,-0.04380846991203445,0.016425380163739782
cat__ID_ARTISTA_10791,-0.07241013711891674,0.05610570434232873,-0.0690327461348517,-0.05393018673921484
cat__ID_ARTISTA_10794,0.052594168862336164,0.07921502778538693,-0.08506261362726027,0.0291482821749642
cat__ID_ARTISTA_10798,-0.06801447843923109,-0.005441118451892625,-0.004773685230527656,-0.05045924507817701
cat__ID_ARTISTA_10801,0.03803963468759073,-0.04362266548675549,0.002043080062178169,-0.04846992807664452
cat__ID_ARTISTA_10807,0.04223750239538611,-0.06924534854051904,0.10730745981905714,-0.08528480520813993
cat__ID_ARTISTA_10814,0.014907015442600287,0.0749582663917702,-0.012408943779155707,-0.15397205535073738
cat__ID_ARTISTA_10820,0.0750174943343892,-0.05357251064954368,0.022495515259987567,-0.02004571833608962
cat__ID_ARTISTA_10823,0.0384421758174405,-0.02585718745439369,-0.03758361385890307,-0.07639296684909361
cat__ID_ARTISTA_10824,0.021123755217998034,0.0037234659770042735,0.024001475170088736,0.0654922209243932
cat__ID_ARTISTA_10834,0.039008400374699,0.05506934125651539,0.01436057295132215,-0.03362275753119668
cat__ID_ARTISTA_10835,0.01700768449097656,0.08681036913750635,-0.007609853911044467,0.18674248602756197
cat__ID_ARTISTA_10836,-0.06549545372820299,0.06692718727738663,-0.09834288591949936,0.05300446767768392
cat__ID_ARTISTA_10842,0.09301754150259799,0.09085544377340878,0.010855683155470275,0.37640574068966787
cat__ID_ARTISTA_10848,0.06923383661890259,-0.03698371632513914,0.023223486368602598,0.2275879278234624
cat__ID_ARTISTA_10851,-0.037279560105039716,0.050732712846477505,-0.07556185572058186,-0.022253830529018453
cat__ID_ARTISTA_10854,-0.03306151182997978,0.031009844080235088,0.03744300423031905,-0.08618070912473651
cat__ID_ARTISTA_10857,0.08797567099933948,-0.1837859136092842,0.15566672701482165,-0.35379444006621796
cat__ID_ARTISTA_10859,-0.030771921275195062,-0.0210479796221439,-0.07757652619824301,0.05449351936602784
cat__ID_ARTISTA_10861,-0.025565792924618913,-0.07079572942839117,0.0002495187875355062,0.09929755537309268
cat__ID_ARTISTA_10870,0.0017615814119256129,-0.012660927143382895,0.05088128281175087,0.13157465805047572
cat__ID_ARTISTA_10873,-0.0654025472810884,-0.017604882713437988,-0.002954805849783571,-0.07997539693238619
cat__ID_ARTISTA_10874,-0.17381709624857017,-0.04299861966414406,0.09038095340347864,0.002443620607305318
cat__ID_ARTISTA_10878,0.0680873962774502,0.03688727580120627,-0.027819635363133734,0.1770585538077411
